mu,mu_0,mu_1,mu_2,sigma,sigma_0,sigma_1,sigma_2
[-4.61989048e+147  2.19257674e+148  1.80191786e+148],[ 4.37124100e+144 -1.12489845e+145],[ 3.59249405e+145 -2.28116285e+145],[ 7.40405102e+145 -6.39442456e+145],"[ 5.33599486e-01 -7.67499990e-01 -1.67753584e-05 -7.67499990e-01
  2.25486012e+00 -1.13987589e-05 -1.67753584e-05 -1.13987589e-05
  1.31881289e-02]",[ 0.40951525 -0.83486411 -0.83486411  2.20046882],[ 0.40986763 -0.83492885 -0.83492885  2.20020671],[ 0.40986623 -0.83489201 -0.83489201  2.20050259]
[4.10244018e+147 3.44083343e+148 2.77662728e+148],[-5.56784752e+142 -1.42426946e+142],[ 3.12793028e+145 -2.39227421e+145],[ 6.63513133e+145 -1.02266450e+146],"[ 5.66777306e-01 -8.01369428e-01  2.73438831e-05 -8.01369428e-01
  2.22157882e+00  2.19639570e-06  2.73438831e-05  2.19639570e-06
  1.31881283e-02]",[ 0.40951521 -0.83486402 -0.83486402  2.2004686 ],[ 0.40986762 -0.83492885 -0.83492885  2.20020671],[ 0.40986617 -0.83489189 -0.83489189  2.20050187]
[2.29396028e+148 4.84565890e+148 4.29373083e+148],[-1.05201645e+145  2.66127328e+145],[ 5.79413494e+144 -1.56166707e+145],[ 1.75663098e+145 -1.47192647e+146],"[ 5.71831242e-01 -8.49196035e-01  3.49960062e-07 -8.49196035e-01
  2.21513934e+00  4.54772503e-06  3.49960062e-07  4.54772503e-06
  1.31881232e-02]",[ 0.40951514 -0.83486384 -0.83486384  2.20046813],[ 0.40986745 -0.8349288  -0.8349288   2.20020669],[ 0.40986599 -0.83489185 -0.83489185  2.20050104]
[5.70946096e+148 5.99306794e+148 6.64021769e+148],[-3.07759708e+145  7.82252436e+145],[-5.76553941e+145  1.13117146e+145],[-1.06427646e+146 -1.87712669e+146],"[ 5.47998396e-01 -8.90630424e-01 -5.10641731e-06 -8.90630424e-01
  2.23863615e+00  7.79936003e-06 -5.10641731e-06  7.79936003e-06
  1.31881229e-02]",[ 0.40951503 -0.83486356 -0.83486356  2.20046743],[ 0.409867   -0.83492862 -0.83492862  2.20020662],[ 0.40986554 -0.83489183 -0.83489183  2.2005002 ]
[1.12940447e+149 5.97340125e+148 1.02502958e+149],[-6.50746061e+145  1.65706541e+146],[-1.82121384e+146  7.00510407e+145],[-3.52290158e+146 -1.99066261e+146],"[ 5.04756322e-01 -9.09606673e-01  1.68364985e-05 -9.09606673e-01
  2.28212724e+00 -1.66629543e-05  1.68364985e-05 -1.66629543e-05
  1.31881303e-02]",[ 0.40951491 -0.83486324 -0.83486324  2.20046661],[ 0.40986628 -0.83492829 -0.83492829  2.20020646],[ 0.40986478 -0.83489176 -0.83489176  2.20049949]
[1.94092419e+149 3.28917477e+148 1.58260019e+149],[-1.17106733e+146  2.98539545e+146],[-3.95551438e+146  1.77968553e+146],[-7.77543927e+146 -1.36434633e+146],"[ 4.58580604e-01 -8.98662954e-01 -5.31112705e-06 -8.98662954e-01
  2.32841104e+00  4.36956948e-06 -5.31112705e-06  4.36956948e-06
  1.31881278e-02]",[ 0.40951479 -0.83486293 -0.83486293  2.20046582],[ 0.40986539 -0.83492784 -0.83492784  2.20020624],[ 0.40986381 -0.83489159 -0.83489159  2.20049896]
[ 3.00134931e+149 -4.75783484e+148  2.44120160e+149],[-1.87942760e+146  4.79568785e+146],[-7.23985154e+146  3.53929706e+146],[-1.43560135e+147  7.42026381e+145],"[ 4.28314953e-01 -8.62375158e-01  3.14976051e-06 -8.62375158e-01
  2.35890423e+00 -2.67080036e-05  3.14976051e-06 -2.67080036e-05
  1.31881305e-02]",[ 0.40951469 -0.8348627  -0.8348627   2.20046523],[ 0.40986449 -0.83492736 -0.83492736  2.20020598],[ 0.40986279 -0.83489131 -0.83489131  2.20049862]
[ 4.15887052e+149 -2.18411466e+149  3.77212945e+149],[-2.71455776e+146  6.93324856e+146],[-1.17734551e+147  6.12322967e+146],[-2.35028572e+147  5.43109493e+146],"[ 4.25911644e-01 -8.14634879e-01 -2.11048117e-06 -8.14634879e-01
  2.36062199e+00 -2.24999831e-05 -2.11048117e-06 -2.24999831e-05
  1.31881288e-02]",[ 0.40951464 -0.83486256 -0.83486256  2.20046488],[ 0.40986377 -0.83492694 -0.83492694  2.20020574],[ 0.40986192 -0.83489095 -0.83489095  2.20049838]
[ 5.00859619e+149 -5.25468781e+149  5.82975673e+149],[-3.46754063e+146  8.86728160e+146],[-1.72055495e+147  9.48761009e+146],[-3.45738583e+147  1.41216240e+147],"[ 4.52799216e-01 -7.75368940e-01 -1.75721399e-05 -7.75368940e-01
  2.33313856e+00 -2.35602925e-05 -1.75721399e-05 -2.35602925e-05
  1.31881260e-02]",[ 0.40951462 -0.83486252 -0.83486252  2.20046476],[ 0.40986334 -0.83492667 -0.83492667  2.20020557],[ 0.40986133 -0.83489059 -0.83489059  2.20049813]
[ 4.81890051e+149 -1.01045460e+150  9.00676315e+149],[-3.68090611e+146  9.43315960e+146],[-2.23192818e+147  1.31852762e+147],[-4.53197700e+147  2.83596153e+147],"[ 4.97912808e-01 -7.60163564e-01  9.08106014e-06 -7.60163564e-01
  2.28841785e+00  1.03305604e-05  9.08106014e-06  1.03305604e-05
  1.31881295e-02]",[ 0.40951462 -0.83486251 -0.83486251  2.20046475],[ 0.40986317 -0.83492654 -0.83492654  2.20020548],[ 0.40986103 -0.83489028 -0.83489028  2.20049775]
[ 2.13515455e+149 -1.71437344e+150  1.38769295e+150],[-2.51440975e+146  6.48942099e+146],[-2.44600885e+147  1.60445448e+147],[-5.04691667e+147  4.93380733e+147],"[ 5.43214567e-01 -7.74336934e-01 -2.10300634e-05 -7.74336934e-01
  2.24428228e+00 -4.30600750e-06 -2.10300634e-05 -4.30600750e-06
  1.31881236e-02]",[ 0.40951461 -0.83486248 -0.83486248  2.20046467],[ 0.40986316 -0.83492653 -0.83492653  2.20020545],[ 0.40986094 -0.83489007 -0.83489007  2.20049719]
[-5.30060567e+149 -2.61621616e+150  2.13996103e+150],[ 1.34492192e+146 -3.31385446e+146],[-1.85059116e+147  1.55965871e+147],[-3.98020624e+147  7.68553940e+147],"[ 5.70457466e-01 -8.13215985e-01 -2.16505447e-05 -8.13215985e-01
  2.21694461e+00  2.53174669e-06 -2.16505447e-05  2.53174669e-06
  1.31881233e-02]",[ 0.40951457 -0.83486237 -0.83486237  2.2004644 ],[ 0.40986312 -0.83492653 -0.83492653  2.20020545],[ 0.40986087 -0.83488998 -0.83488998  2.20049645]
[-2.07148076e+150 -3.57215874e+150  3.30637213e+150],[ 9.92370246e+146 -2.51517579e+147],[4.17970942e+146 7.39947918e+146],[3.85249564e+146 1.07435225e+148],"[ 5.68095304e-01 -8.61023672e-01 -2.46609553e-05 -8.61023672e-01
  2.21847034e+00  4.29342457e-06 -2.46609553e-05  4.29342457e-06
  1.31881295e-02]",[ 0.40951448 -0.83486217 -0.83486217  2.20046388],[ 0.4098629  -0.83492645 -0.83492645  2.20020543],[ 0.40986064 -0.83488995 -0.83488995  2.20049563]
[-4.77558544e+150 -4.22727382e+150  5.11457286e+150],[ 2.58753731e+147 -6.58080641e+147],[ 5.64914401e+147 -1.55837044e+147],[1.06237363e+148 1.31571626e+148],"[ 5.37551236e-01 -8.97959283e-01 -4.98142953e-06 -8.97959283e-01
  2.24851747e+00 -2.09062450e-06 -4.98142953e-06 -2.09062450e-06
  1.31881237e-02]",[ 0.40951437 -0.83486188 -0.83486188  2.20046315],[ 0.40986239 -0.83492623 -0.83492623  2.20020533],[ 0.40986012 -0.83488992 -0.83488992  2.20049484]
[-9.05700467e+150 -3.84546773e+150  7.89670614e+150],[ 5.21035076e+147 -1.32720522e+148],[ 1.55098901e+148 -6.30811240e+147],[3.01015613e+148 1.29281449e+148],"[ 4.91742015e-01 -9.09374690e-01 -1.60704741e-05 -9.09374690e-01
  2.29459084e+00  2.41629491e-05 -1.60704741e-05  2.41629491e-05
  1.31881273e-02]",[ 0.40951425 -0.83486156 -0.83486156  2.20046234],[ 0.40986162 -0.83492587 -0.83492587  2.20020516],[ 0.40985931 -0.83488983 -0.83488983  2.20049418]
[-1.51479250e+151 -1.16701982e+150  1.21965351e+151],[ 9.09008167e+147 -2.31790709e+148],[ 3.19295176e+148 -1.47456520e+148],[6.27694750e+148 6.50294493e+147],"[ 4.48061375e-01 -8.90605746e-01 -1.11061791e-05 -8.90605746e-01
  2.33817962e+00  2.52290417e-05 -1.11061791e-05  2.52290417e-05
  1.31881298e-02]",[ 0.40951413 -0.83486128 -0.83486128  2.20046161],[ 0.40986073 -0.83492541 -0.83492541  2.20020493],[ 0.40985833 -0.83488964 -0.83488964  2.20049372]
[-2.27486869e+151  5.73858585e+150  1.88494392e+151],[ 1.41875415e+148 -3.62104922e+148],[ 5.65014567e+148 -2.81304742e+148],[ 1.12008346e+149 -1.17417016e+148],"[ 4.24508235e-01 -8.49245753e-01 -3.44800293e-06 -8.49245753e-01
  2.36157483e+00  2.04200568e-05 -3.44800293e-06  2.04200568e-05
  1.31881282e-02]",[ 0.40951405 -0.83486107 -0.83486107  2.20046109],[ 0.40985988 -0.83492495 -0.83492495  2.20020468],[ 0.40985736 -0.83488934 -0.83488934  2.20049343]
[-3.05389342e+151  1.93470182e+151  2.91078986e+151],[ 1.98606512e+148 -5.07405723e+148],[ 8.92970548e+148 -4.71939854e+148],[ 1.78434156e+149 -4.96495885e+148],"[ 4.30583664e-01 -8.02280987e-01  2.52567600e-07 -8.02280987e-01
  2.35604385e+00 -8.80916053e-06  2.52567600e-07 -8.80916053e-06
  1.31881280e-02]",[ 0.40951401 -0.83486097 -0.83486097  2.20046082],[ 0.40985925 -0.83492458 -0.83492458  2.20020446],[ 0.40985657 -0.83488898 -0.83488898  2.20049321]
[-3.52659192e+151  4.32702407e+151  4.48794042e+151],[ 2.43529036e+148 -6.23043262e+148],[ 1.26997759e+149 -7.12123234e+148],[ 2.55746146e+149 -1.17240969e+149],"[ 4.63431161e-01 -7.68183071e-01  6.27728895e-06 -7.68183071e-01
  2.32410119e+00  1.32124873e-05  6.27728895e-06  1.32124873e-05
  1.31881288e-02]",[ 0.409514   -0.83486094 -0.83486094  2.20046075],[ 0.4098589  -0.83492435 -0.83492435  2.20020431],[ 0.40985608 -0.83488863 -0.83488863  2.20049294]
[-3.03056810e+151  8.07707931e+151  6.92383761e+151],[ 2.41187836e+148 -6.18717688e+148],[ 1.59152687e+149 -9.60931687e+148],[ 3.23379007e+149 -2.24931064e+149],"[ 5.10276646e-01 -7.60616252e-01  1.94146848e-05 -7.60616252e-01
  2.27704474e+00  9.40797182e-06  1.94146848e-05  9.40797182e-06
  1.31881242e-02]",[ 0.409514   -0.83486093 -0.83486093  2.20046073],[ 0.40985879 -0.83492426 -0.83492426  2.20020423],[ 0.40985585 -0.83488835 -0.83488835  2.20049253]
[-5.22090881e+150  1.33228744e+152  1.07005579e+152],[ 1.25799087e+148 -3.26718962e+148],[ 1.6333322e+149 -1.1169220e+149],[ 3.38118568e+149 -3.79670499e+149],"[ 5.52287417e-01 -7.82925327e-01 -1.20341660e-05 -7.82925327e-01
  2.23466151e+00  8.46351286e-07 -1.20341660e-05  8.46351286e-07
  1.31881227e-02]",[ 0.40951398 -0.83486089 -0.83486089  2.20046062],[ 0.40985878 -0.83492426 -0.83492426  2.20020422],[ 0.40985579 -0.83488818 -0.83488818  2.20049193]
[5.61534218e+151 1.97908730e+152 1.65226981e+152],[-2.07653465e+148  5.20922044e+148],[ 9.97200576e+148 -9.84553132e+148],[ 2.21800117e+149 -5.76750570e+149],"[ 5.73245646e-01 -8.25456979e-01 -2.25201543e-05 -8.25456979e-01
  2.21434282e+00  4.33560079e-06 -2.25201543e-05  4.33560079e-06
  1.31881232e-02]",[ 0.40951393 -0.83486076 -0.83486076  2.20046029],[ 0.40985871 -0.83492425 -0.83492425  2.20020422],[ 0.40985569 -0.83488811 -0.83488811  2.20049118]
[1.78660197e+152 2.62638679e+152 2.54776925e+152],[-9.06364527e+148  2.30016237e+149],[-9.54672669e+148 -2.31249742e+148],[-1.53454051e+149 -7.84993336e+149],"[ 5.64827523e-01 -8.71820041e-01  5.63156598e-06 -8.71820041e-01
  2.22337032e+00  1.50017828e-06  5.63156598e-06  1.50017828e-06
  1.31881269e-02]",[ 0.40951384 -0.83486053 -0.83486053  2.20045972],[ 0.40985843 -0.83492414 -0.83492414  2.20020418],[ 0.40985541 -0.83488809 -0.83488809  2.20049037]
[3.91299049e+152 2.96553350e+152 3.93389867e+152],[-2.15519836e+149  5.48378948e+149],[-5.17588012e+149  1.66996358e+149],[-9.79293425e+149 -9.23130234e+149],"[ 5.29001561e-01 -9.03760870e-01  1.31270309e-05 -9.03760870e-01
  2.25854618e+00 -6.18794831e-06  1.31270309e-05 -6.18794831e-06
  1.31881278e-02]",[ 0.40951373 -0.83486024 -0.83486024  2.20045897],[ 0.40985787 -0.8349239  -0.8349239   2.20020407],[ 0.40985483 -0.83488805 -0.83488805  2.20048962]
[7.16780508e+152 2.45242966e+152 6.08364497e+152],[-4.15587027e+149  1.05887890e+150],[-1.29101676e+150  5.45603137e+149],[-2.50700676e+150 -8.35332475e+149],"[ 4.81015533e-01 -9.07944428e-01 -7.29998899e-06 -9.07944428e-01
  2.30592412e+00  1.83912252e-05 -7.29998899e-06  1.83912252e-05
  1.31881229e-02]",[ 0.4095136  -0.83485993 -0.83485993  2.20045818],[ 0.40985708 -0.83492352 -0.83492352  2.20020389],[ 0.40985399 -0.83488794 -0.83488794  2.20048903]
[1.16716479e+153 1.54988428e+151 9.39288097e+152],[-7.04328638e+149  1.79635497e+150],[-2.54741077e+150  1.19940386e+150],[-5.00771596e+150 -2.57001773e+149],"[ 4.40912765e-01 -8.83554261e-01 -2.20561968e-06 -8.83554261e-01
  2.34673154e+00  2.26199821e-05 -2.20561968e-06  2.26199821e-05
  1.31881233e-02]",[ 0.4095135  -0.83485966 -0.83485966  2.20045751],[ 0.4098562  -0.83492306 -0.83492306  2.20020365],[ 0.40985302 -0.83488772 -0.83488772  2.20048862]
[ 1.71526385e+153 -5.35821158e+152  1.44752527e+153],[-1.07319925e+150  2.73964488e+150],[-4.38488039e+150  2.21165054e+150],[-8.69310412e+150  1.22499424e+150],"[ 4.23281637e-01 -8.40146108e-01 -1.09610972e-06 -8.40146108e-01
  2.36543571e+00  2.51235727e-05 -1.09610972e-06  2.51235727e-05
  1.31881294e-02]",[ 0.40951343 -0.83485948 -0.83485948  2.20045705],[ 0.4098554  -0.83492262 -0.83492262  2.20020341],[ 0.4098521  -0.83488742 -0.83488742  2.20048835]
[ 2.24287906e+153 -1.63749944e+153  2.22985523e+153],[-1.46888348e+150  3.75362391e+150],[-6.78183941e+150  3.62320335e+150],[-1.35197894e+151  4.20721638e+150],"[ 4.34941433e-01 -7.94187816e-01 -1.12720905e-05 -7.94187816e-01
  2.35369453e+00 -2.40413590e-05 -1.12720905e-05 -2.40413590e-05
  1.31881282e-02]",[ 0.4095134  -0.8348594  -0.8348594   2.20045683],[ 0.40985483 -0.83492228 -0.83492228  2.2002032 ],[ 0.40985138 -0.83488706 -0.83488706  2.20048813]
[ 2.47118986e+153 -3.51390741e+153  3.44594016e+153],[-1.75165804e+150  4.48287372e+150],[-9.41229646e+150  5.34308109e+150],[-1.88716470e+151  9.41672323e+150],"[ 4.72174484e-01 -7.64497874e-01 -1.22276574e-05 -7.64497874e-01
  2.31475884e+00 -8.62295089e-06 -1.22276574e-05 -8.62295089e-06
  1.31881240e-02]",[ 0.40951339 -0.83485938 -0.83485938  2.20045678],[ 0.40985454 -0.83492208 -0.83492208  2.20020307],[ 0.40985096 -0.83488673 -0.83488673  2.20048785]
[ 1.93574413e+153 -6.34242679e+153  5.32997166e+153],[-1.62256653e+150  4.16589980e+150],[-1.14034548e+151  7.01540666e+150],[-2.31267601e+151  1.75517227e+151],"[ 5.19779354e-01 -7.63334743e-01  2.34086161e-05 -7.63334743e-01
  2.26672163e+00  1.35173377e-05  2.34086161e-05  1.35173377e-05
  1.31881296e-02]",[ 0.40951338 -0.83485937 -0.83485937  2.20045676],[ 0.40985447 -0.83492202 -0.83492202  2.20020301],[ 0.40985079 -0.83488649 -0.83488649  2.20048741]
[-2.69361481e+152 -1.02404035e+154  8.21978832e+153],[-5.71541536e+149  1.50219116e+150],[-1.10345223e+151  7.84355862e+150],[-2.28670282e+151  2.89418974e+151],"[ 5.58824097e-01 -7.90204665e-01 -2.28036921e-05 -7.90204665e-01
  2.22846028e+00 -5.42183829e-06 -2.28036921e-05 -5.42183829e-06
  1.31881305e-02]",[ 0.40951336 -0.83485931 -0.83485931  2.20045661],[ 0.40985446 -0.83492202 -0.83492202  2.20020301],[ 0.40985073 -0.83488634 -0.83488634  2.20048679]
[-5.47417233e+153 -1.48693764e+154  1.26884150e+154],[ 2.15506252e+150 -5.43191667e+150],[-5.16507388e+150  6.26402136e+150],[-1.18235647e+151  4.28665352e+151],"[ 5.73031748e-01 -8.35614460e-01 -3.39043364e-05 -8.35614460e-01
  2.21375751e+00  3.86234503e-06 -3.39043364e-05  3.86234503e-06
  1.31881295e-02]",[ 0.4095133  -0.83485917 -0.83485917  2.20045624],[ 0.40985436 -0.834922   -0.834922    2.200203  ],[ 0.40985061 -0.83488629 -0.83488629  2.20048604]
[nan nan nan],[-inf  inf],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[ 0.40951323 -0.83485899 -0.83485899  2.20045578],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
[nan nan nan],[nan nan],[nan nan],[nan nan],[nan nan nan nan nan nan nan nan nan],[nan nan nan nan],[nan nan nan nan],[nan nan nan nan]
